=== XẾP HẠNG SELLER ===

  Hạng Seller_ID                                   Tổng DT   Số đơn       Tiền hàng       Phí VC
   309 0df3984f9dfb3d49ac6366acbd3bbb85          11,520.21       87       10,021.49     1,498.72
   310 9d4db00d65d7760644ac0c14edb5fd86          11,512.81       98        9,979.70     1,533.11
   311 92eb0f42c21942b6552362b9b114707d          11,492.67      341        6,548.63     4,944.04
   312 6c7d50c24b3ccd2fd83b44d8bb34e073          11,470.19      114        8,699.34     2,770.85
   313 5656537e588803a555b8eb41f07a944b          11,442.96      174        8,065.93     3,377.03
   314 cbd996ad3c1b7dc71fd0e5f5df9087e2          11,284.96      165        8,411.04     2,873.92
   315 259f7b5e6e482c230e5bfaa670b6bb8f          11,265.25      138        8,526.04     2,739.21
   316 81a1104df0f08b59c68aa5b03cfe398e          11,235.27       73        9,420.88     1,814.39
   317 ea566164622c6b439516ab18062c42cd          11,167.98       50       10,309.42       858.56
   318 066a6914e1ebf3ea95a216c73a986b91          11,115.95       68        9,410.38     1,705.57
   319 e5a3438891c0bfdb9394643f95273d8e          11,112.62      224        7,738.35     3,374.27
   320 0db783cfcd3b73998abc6e10e59a102f          11,076.55      132        9,077.40     1,999.15
   321 7b07b3c7487f0ea825fc6df75abd658b          11,074.64       93        9,731.85     1,342.79
   322 1c5e4e49b9079480255b49d50aac1aa9          11,062.72       12       10,173.11       889.61
   323 624f4ece8da4aafb77699233d480f8ef          10,927.37       53        9,205.00     1,722.37
   324 06532f10282704ef4c69168b914b77be          10,918.74        8       10,220.50       698.24
   325 18a349e75d307f4b4cc646a691ed4216          10,909.56      121        8,711.53     2,198.03
   326 7008613ea464bad5cb9b83456e1e6a8f          10,860.05      127        7,777.00     3,083.05
   327 73a63f72308aa20a46f4b1632018f196          10,785.79       29        9,606.80     1,178.99
   328 054694fa03fe82cec4b7551487331d74          10,703.75       21        9,983.10       720.65
   329 5882820ef11c4c068eea0677a7a879b4          10,664.81       14        9,925.50       739.31
   330 b92e3c8f9738272ff7c59e111e108d7c          10,645.30       62        8,231.09     2,414.21
   331 cb8bcce248bb1fb274ba762d8b971456          10,635.02       68        9,402.20     1,232.82
   332 9596c870880d900012f2e8e6e30d06d7          10,615.33       22        8,606.25     2,009.08
   333 17306570e772e7718c92a562d33f5f1d          10,600.63       29        9,669.80       930.83
   334 a49928bcdf77c55c6d6e05e09a9b4ca5          10,574.25       98        8,816.70     1,757.55
   335 7b1222c3624aa89b9558b50a2594188c          10,561.09       22       10,103.52       457.57
   336 048c2757535328e0d7dac690ad3c0aae          10,551.06       51        9,264.78     1,286.28
   337 f27e33c6d29b5138fa9967bcd445b6d5          10,482.25       93        8,888.30     1,593.95
   338 5b8154610ebb21fb90eb587365e673df          10,474.98       38        9,397.54     1,077.44
   339 0bae85eb84b9fb3bd773911e89288d54          10,406.40      137        7,482.21     2,924.19
   340 b2ac621f0d0322434d04a12b078b9369          10,356.89       30        9,575.50       781.39
   341 e96498ed8daaa3e9c23f7a62da76591c          10,332.19       34        9,619.09       713.10
   342 febab0275244b9a49a623f0bd613ca2f          10,289.17      109        7,272.42     3,016.75
   343 8e8a7ce9f2f970dc00e2acf6f6e199f6          10,284.82       65        9,101.00     1,183.82
   344 b1a81260566c1bac3114a6d124413f27          10,250.20       51        8,684.69     1,565.51
   345 972d0f9cf61b499a4812cf0bfa3ad3c4          10,240.59       83        8,089.29     2,151.30
   346 d98eec89afa3380e14463da2aabaea72          10,225.31      168        6,968.53     3,256.78
   347 b1fc4f64df5a0e8b6913ab38803c57a9          10,140.99      107        7,994.74     2,146.25
   348 5f2684dab12e59f83bef73ae57724e45          10,123.06       68        9,000.87     1,122.19
   349 3c487ae8f8d7542beff5788e2e0aea83          10,105.35       30        9,385.70       719.65
   350 961dff0a659b4561334372337dd897d9          10,082.56        4        9,946.00       136.56
   351 05feb94f19d094d4b0f9281f0b1d4c99          10,050.04        6        9,353.00       697.04
   352 640e21a7d01df7614a3b4923e990d40c          10,045.12      116        7,598.88     2,446.24
   353 e7df4cd29ab5abab70fb0783ddb53987          10,022.07       23        9,608.70       413.37
   354 7a241947449cc45dbfda4f9d0798d9d0          10,018.10       62        8,027.63     1,990.47
   355 270297ead4c65a6cd2593960d2af6b21           9,968.50       18        9,422.40       546.10
   356 6d803cb79cc31c41c4c789a75933b3c7           9,925.07       58        8,711.40     1,213.67
   357 7d456afc660226829370f3173d14520c           9,857.87       56        8,338.25     1,519.62
   358 2dee2ce60de9709b1a24083217181a1f           9,844.56       54        7,784.50     2,060.06
   359 a00824eb9093d40e589b940ec45c4eb0           9,779.46        3        9,399.97       379.49
   360 3078096983cf766a32a06257648502d1           9,700.90       59        8,285.42     1,415.48
   361 4371b634e0efc0e22b09b52907d9d469           9,678.79      102        8,194.00     1,484.79
   362 ebd2d60905fb58271facef5596b620d3           9,675.02       84        7,941.72     1,733.30
   363 d03698c2efd04a549382afa6623e27fb           9,644.62       18        8,865.47       779.15
   364 6c12e40690c335dbc2f68a4134d30dc1           9,624.26       16        9,139.20       485.06
   365 06df0c10d34e459d9672bc77388742eb           9,595.77       26        9,070.00       525.77
   366 db2956745b3a8e9f3785c99f34b5d25e           9,574.27       47        8,599.00       975.27
   367 2089a6d640999f9b9141ac719b2af596           9,525.94       44        8,830.82       695.12
   368 8a432f4e5b471f8da497d7dc517666e2           9,520.11       95        7,555.00     1,965.11
   369 aac29b1b99776be73c3049939652091d           9,465.52       98        6,755.91     2,709.61
   370 33a17d60c64393351ebf1ef860f4e0f2           9,431.86       43        8,152.48     1,279.38
   371 37515688008a7a40ac93e3b2e4ab203f           9,417.70      228        5,986.60     3,431.10
   372 750303a20e9c56b2a6bc45cdce0b897d           9,394.81       54        8,085.00     1,309.81
   373 6c177e38df6d3f34182b1f1d427231bf           9,376.53       55        8,341.89     1,034.64
   374 af4a0e4cfe1d9c26b6712b1be25a72e5           9,351.60       21        8,757.98       593.62
   375 fdb9095204a334cd8872252ffec6f2db           9,289.37       46        8,156.00     1,133.37
   376 609e1a9a6c2539919b8205cf7c4e6ff0           9,282.42       87        6,595.23     2,687.19
   377 ad781527c93d00d89a11eecd9dcad7c1           9,279.26       44        6,899.57     2,379.69
   378 a2e874074c877c5a05abae80ad6e488f           9,274.80       44        8,071.98     1,202.82
   379 fcb5ace8bcc92f75707dc0f01a27d269           9,273.33       62        8,318.63       954.70
   380 b18dc380845b24038cfc48006478f099           9,248.93       44        8,353.30       895.63
   381 93dc87703c046b603023e75222018b45           9,206.29       35        8,517.35       688.94
   382 4bfc7a4a1cf8d4d2121c27422d9e50b5           9,191.59       26        8,124.40     1,067.19
   383 b4ffb71f0cb1b1c3d63fad021ecf93e1           9,176.07      144        6,656.09     2,519.98
   384 725c32fa80c2faacc4fc88450d27314e           9,166.66       89        7,838.88     1,327.78
   385 7722b1df1b0e383e000397b2c11e3e19           9,165.30      134        7,094.09     2,071.21
   386 403aa86912527d730337ffcb0fb096ab           9,164.51       11        8,959.89       204.62
   387 bd0389da23d89b726abf911cccc54596           9,128.47       87        7,472.16     1,656.31
   388 8e6cc767478edae941d9bd9eb778d77a           9,115.41      106        6,830.58     2,284.83
   389 903037660cf848a717166eb7a06d616e           9,083.28       45        7,991.51     1,091.77
   390 08633c14ef2db992c11f840f04fad4cd           9,068.82       74        7,644.30     1,424.52
   391 52d76513f0c4d97f3b99570e2c94ee31           9,042.36       19        8,153.10       889.26
   392 0432ead42b6c8a0bdf68154add917fdf           8,999.62       85        7,792.10     1,207.52
   393 8648b1e89e9b349e32d3741b30ec737e           8,946.05       95        7,442.55     1,503.50
   394 26d8a1c7c75d513045798992ead43aa2           8,945.78       36        8,244.12       701.66
   395 784ba75dd9d20200c4caed3d7a77141a           8,924.95       21        8,295.13       629.82
   396 989becdce12ebc39863c2bceab6f3ca1           8,893.33       18        7,840.88     1,052.45
   397 6fd52c528dcb38be2eea044946b811f8           8,881.58       67        7,743.02     1,138.56
   398 257e61d3251fb5efb9daadddbc2cf7ca           8,806.18       12        7,729.00     1,077.18
   399 5d0363b33554b373851fc1622e4d5f3c           8,802.97       94        6,610.79     2,192.18
   400 5b925e1d006e9476d738aa200751b73b           8,801.84       63        7,748.50     1,053.34
   401 4e17c65a516f69d023a2ae78b84f28d6           8,794.80       61        7,639.26     1,155.54
   402 8a32e327fe2c1b3511609d81aaf9f042           8,792.04      132        6,429.01     2,363.03
   403 dbb9b48c841a0e39e21f98e1a6b2ec3e           8,768.26      108        7,186.85     1,581.41
   404 b410bdd36d5db7a65dcd42b7ead933b8           8,733.61       44        7,726.90     1,006.71
   405 062ce95fa2ad4dfaedfc79260130565f           8,721.44       55        7,521.00     1,200.44
   406 e333046ce6517bd8bb510291d44f0130           8,699.32       68        7,268.00     1,431.32
   407 1da366cade6d8276e7d8beea7af5d4bf           8,673.73       43        6,917.59     1,756.14
   408 1127b7f2594683f2510f1c2c834a486b           8,673.04      114        6,851.33     1,821.71
   409 ececbfcff9804a2d6b40f589df8eef2b           8,661.06       98        6,792.40     1,868.66
   410 397c4d0c005b6f41f90098ac724e28cb           8,622.37        5        8,177.00       445.37
   411 bbf9ad41dca6603e614efcdad7aab8c4           8,622.26       14        7,846.00       776.26
   412 2c9e548be18521d1c43cde1c582c6de8           8,603.05      126        6,109.44     2,493.61
   413 3bb548e3cb7f70f28e3f11ee9dce0e59           8,586.81       46        7,690.02       896.79
   414 058fd0aa2bfdb2274e05e1ae971dabb6           8,555.80       61        7,667.90       887.90
   415 a420f60ff1aa9acc80d0e42959f2b313           8,543.27       67        7,443.30     1,099.97
   416 cc63f0dd2acba93ffed4fe9f8e0321fa           8,496.68       55        7,096.71     1,399.97
   417 67883baaae6134ee81b271a542613728           8,496.02       19        8,167.90       328.12
   418 52f976b17ea7f2f087f56dcc419328f6           8,492.65        6        7,630.00       862.65
   419 42bde9fef835393bb8a8849cb6b7f245           8,487.84       35        7,703.00       784.84
   420 86bb7c4b535e49a541baf3266b1c95b1           8,487.22       16        8,162.40       324.82
   421 8fb791022c1fc8909664f48ab7dc636d           8,483.35        5        8,119.95       363.40
   422 d51e0a403fe2e689ece6c73359d96e12           8,463.02       19        7,790.00       673.02
   423 4aba391bc3b88717ce08eb11e44937b2           8,435.21       29        7,595.87       839.34
   424 282f23a9769b2690c5dda22e316f9941           8,386.96       99        6,505.08     1,881.88
   425 6a51fc556dab5f766ced6fbc860bc613           8,370.25       26        7,577.67       792.58
   426 6bd69102ab48df500790a8cecfc285c2           8,359.02        5        8,070.00       289.02
   427 381c83fdca332ea6afd896da20bf6e4a           8,355.01       46        7,355.80       999.21
   428 e2aee0892199b1d92530e371abd825bf           8,317.29       38        5,662.57     2,654.72
   429 aced59e9b31ef866a94f9e7f29d8d418           8,315.80       61        7,268.50     1,047.30
   430 c26a2be5b53b7db6b276280da212a779           8,288.85       13        7,482.00       806.85
   431 54065e9aef7e9e9c2dc23b7594db021a           8,283.43       14        8,003.00       280.43
   432 34056b8b55c1775a22af2331670a799c           8,229.89       78        6,455.40     1,774.49
   433 6a8b085f816a1f75f92dbac6eb545f8f           8,196.96      127        6,018.97     2,177.99
   434 dbdd0ec73a4817971d962698f2fea022           8,174.80       16        6,384.00     1,790.80
   435 e0a366315b1b726b6c7832d664c0f530           8,145.17       43        7,400.09       745.08
   436 cee48807215b30a12ca2ca10ffb5f250           8,125.52       39        7,212.23       913.29
   437 b14db04aa7881970e83ffa9426897925           8,123.95       83        5,898.60     2,225.35
   438 7bac63f6603d382cc8d0832eb6c100a8           8,114.60       19        7,751.95       362.65
   439 8476243f92442881ddd5b578975cf115           8,113.03       12        7,838.00       275.03
   440 516e7738bd8f735ac19a010ee5450d8d           8,109.32       76        6,643.09     1,466.23
   441 b347677812ea483b0f528eaf8cbc09b7           8,051.34       21        7,288.99       762.35
   442 670c26e0f1bf8d0576271d5cfaec6d2b           8,035.63       78        6,341.60     1,694.03
   443 d13e50eaa47b4cbe9eb81465865d8cfc           8,012.84       67        7,155.05       857.79
   444 11305281b50fff20ae8bb473f8e11876           7,973.21       35        6,528.70     1,444.51
   445 dee656f0f566ed1aa85bd137c943f08f           7,968.67       93        6,271.98     1,696.69
   446 f84a00e60c73a49e7e851c9bdca3a5bb           7,951.76       90        5,949.94     2,001.82
   447 6fa9202c10491e472dffd59a3e82b2a3           7,939.25        3        7,014.24       925.01
   448 080102cd0a76b09e0dcf55fcacc60e05           7,912.71      124        5,716.78     2,195.93
   449 58f1a6197ed863543e0136bdedb3fce2           7,903.69       44        6,833.00     1,070.69
   450 688756f717c462a206ad854c5027a64a           7,901.45       83        5,966.54     1,934.91
   451 f1fd5ab1181f827ffad998c1a5de7d74           7,877.96       15        7,045.99       831.97
   452 fa1a9dec3a9940c072684a46728bf1fc           7,875.71       55        6,674.00     1,201.71
   453 bacb1f0ed56ad24198f5810d2b3fe9a5           7,833.39       42        6,940.45       892.94
   454 6b243f80ed07b10f0e8aa0f21a205f3c           7,807.40       79        6,260.10     1,547.30
   455 f25e239052084705e17a982bc600ab2a           7,785.48        8        7,380.00       405.48
   456 d624126b9206f595fb3fbb6ba03b28a8           7,768.50       23        7,198.80       569.70
   457 8c16d1f32a54d92897cc437244442e1b           7,754.67      108        5,642.60     2,112.07
   458 512d298ac2a96d1931b6bd30aa21f61d           7,723.87       11        7,401.94       321.93
   459 87e24fc7052259b1f7f607d61c10d8be           7,709.86        8        7,473.49       236.37
   460 751bdc4d83a466c7206cd42e8f426b03           7,703.74       54        6,648.93     1,054.81
   461 dd55f1bb788714a40e7954c3be6df745           7,701.18       35        7,041.76       659.42
   462 376a891762bbdecbc02b4b6adec3fdda           7,693.63       57        6,406.23     1,287.40
